Release Month  Release Date	Release Year	Movie	Budget ($M)	Domestic ($M)	Worldwide ($M)
10	17	1956	Around the World in 80 Days	6	42	42
7	25	1980	Caddyshack	6	39.846344	39.846344
3	23	2001	The Brothers	6	27.457409	27.958191
12	17	2008	The Wrestler	6	26.238243	46.634275
6	30	1989	Do the Right Thing	6	26.004026	26.004026
7	10	1981	Escape from New York	6	25.2447	25.2447
7	16	1999	The Wood	6	25.05964	25.05964
8	16	1995	The Usual Suspects	6	23.341568	34.449356
8	11	1989	A Nightmare On Elm Street: The Dream Child	6	22.168359	22.168359
4	5	2002	National Lampoon's Van Wilder	6	21.305259	38.565523
12	31	1946	Duel in the Sun	6	20.4	20.4
9	27	2000	Best in Show	6	18.621249	20.695413
9	27	2006	The Last King of Scotland	6	17.606684	49.155372
4	16	2003	A Mighty Wind	6	17.583468	18.552708
2	12	1988	School Daze	6	14.545844	14.545844
8	8	2007	Daddy Day Camp	6	13.235267	18.209872
10	21	1988	Mystic Pizza	6	12.793213	12.793213
3	20	1998	Mr. Nice Guy	6	12.716953	31.716953
1	1	1956	War and Peace	6	12.5	12.5
4	24	1998	Sliding Doors	6	11.9112	58.809149
5	24	1995	Tales from the Hood	6	11.784569	11.784569
10	13	1989	Halloween 5: The Revenge of Michael Myers	6	11.642254	11.642254
9	7	2012	The Words	6	11.494838	12.132578
12	15	2000	Pollock	6	8.596914	10.557291
2	15	2008	Dolphins and Whales Tribes of the Ocean 3D	6	7.714996	17.252287
2	26	1999	200 Cigarettes	6	6.85245	6.85245
3	19	2010	City Island	6	6.671283	6.671283
3	16	2012	Casa de mi Padre	6	5.909483	8.446952
7	29	2011	The Guard	6	5.359774	15.944629
4	21	2000	The Virgin Suicides	6	4.859475	10.61977
8	29	2008	College	6	4.694491	5.629618
12	4	1998	Little Voice	6	4.595	21.787233
2	5	1999	Simply Irresistible	6	4.398989	4.398989
12	21	2006	Venus	6	3.347411	7.818479
7	20	2001	Hedwig and the Angry Inch	6	3.067312	3.6439
10	31	2003	Shattered Glass	6	2.207975	2.932719
7	3	2008	The Wackness	6	2.077046	3.330012
11	16	2001	Novocaine	6	2.025238	2.522928
7	15	2011	Snow Flower and the Secret Fan	6	1.348205	11.348205
12	7	2001	The Business of Strangers	6	1.03092	1.29092
8	30	1991	Beastmaster 2: Through the Portal of Time	6	0.77349	0.77349
6	18	1969	The Wild Bunch	6	0.509424	0.509424
3	25	2011	The 5th Quarter	6	0.408159	0.408159
2	2	1979	The First Great Train Robbery	6	0.391942	0.391942
12	20	2002	Morvern Callar	6	0.267194	0.267194
10	10	2003	The Flower of Evil	6	0.181798	0.181798
11	10	2006	Come Early Morning	6	0.119452	0.119452
4	2	2010	The Greatest	6	0.115862	0.115862
5	8	2009	Julia	6	0.065108	1.365108
4	5	2002	Lucky Break	6	0.054606	4.316497
10	3	2007	Lake of Fire	6	0.025317	0.026007
4	2	2010	Don McKay	6	0.013722	0.013722
5	10	2011	Hit List The	6	0	0
3	15	2011	A Shine of Rainbows	6	0	0
12	31	1995	Men of War	6	0	0
8	12	2005	11:14	6	0	0
12	31	2014	Song One	6	0	0
2	4	1983	Videodrome	5.952	2.120439	2.120439
8	2	1996	Emma	5.9	22.231658	37.831658
5	16	2003	L'auberge espagnole	5.9	3.895664	3.895664
2	8	1968	The Planet of the Apes	5.8	33.395426	33.395426
3	7	1965	The Train	5.8	6.8	6.8
3	18	2011	Winter in Wartime	5.8	0.54286	9.662214
9	8	2006	Tom yum goong	5.7	12.044087	43.044087
8	27	1999	Stiff Upper Lips	5.7	0.069582	0.069582
9	7	2012	The Inbetweeners	5.7	0.035955	86.05132
3	12	2003	Bend it Like Beckham	5.6	32.543449	76.730377
9	1	2006	Crossover	5.6	7.009668	7.009668
6	21	2002	Sunshine State	5.6	3.064356	3.064356
12	25	1973	The Sting	5.5	159.616327	159.616327
9	25	1981	Chariots of Fire	5.5	57.159946	57.159946
2	25	2005	Diary of a Mad Black Woman	5.5	50.406346	50.42545
11	22	1996	Shine	5.5	35.811509	35.811509
9	27	2013	Don Jon	5.5	24.477704	26.377704
7	20	2001	Ghost World	5.5	6.217849	8.761608
12	14	2001	Iris	5.5	5.580479	15.155021
6	6	1980	Galaxina	5.5	4.865	4.865
11	26	2004	Les Choristes	5.5	3.629758	83.529758
10	3	2003	Wonderland	5.5	1.060512	1.060512
7	1	2005	De battre mon coeur s'est arrêté	5.5	1.023424	8.589831
4	1	2011	Haevnen	5.5	1.008098	5.691237
10	21	2011	Le Havre	5.5	0.611709	13.480196
5	17	2002	Harvard Man	5.5	0.056653	0.056653
7	15	2011	Salvation Boulevard	5.5	0.028468	0.028468
1	27	2006	Rang De Basanti	5.3	2.197694	29.197694
10	27	2000	A Room for Romeo Brass	5.25	0.020097	0.020097
8	1	1944	Wilson	5.2	2	2
8	5	2005	Saint Ralph	5.2	0.795126	1.695126
10	3	1980	Somewhere in Time	5.1	9.709597	9.709597
4	19	2002	My Big Fat Greek Wedding	5	241.438208	352.242522
9	26	1986	Crocodile Dundee	5	174.803506	328
10	21	2011	Paranormal Activity 3	5	104.028807	207.039844
10	28	2005	Saw II	5	87.025093	152.925093
9	13	2013	Insidious Chapter 2	5	83.586447	161.921515
10	25	2002	Jackass: The Movie	5	64.282312	79.282312
10	19	2012	Paranormal Activity 4	5	53.900335	142.793842
2	27	1987	A Nightmare On Elm Street 3: Dream Warriors	5	44.793222	44.793222
9	16	1953	The Robe	5	36	36
9	13	1991	Freddy's Dead: The Final Nightmare	5	34.872033	34.872033
12	24	2003	Monster	5	34.46921	58.003694
1	3	2014	Paranormal Activity: The Marked Ones	5	32.462372	86.362372
12	23	1954	20,000 Leagues Under the Sea	5	28.2	28.2
4	11	2014	Oculus	5	27.676249	30.976249
10	3	1980	The Elephant Man	5	26.010864	26.010864
3	16	2001	Memento	5	25.544867	39.723096
8	26	2011	Our Idiot Brother	5	24.81483	25.861249
7	21	2006	Clerks II	5	24.148068	25.894473
4	8	1998	The Players Club	5	23.047939	23.047939
10	13	2000	Billy Elliot	5	21.995263	109.280263
7	5	2013	The Way Way Back	5	21.50269	26.161443
12	17	1997	The Apostle	5	20.733485	21.27777
11	3	1982	The Man From Snowy River	5	20.659423	20.659423
10	23	1991	House Party 2	5	19.438638	19.438638
3	26	1999	Doug's 1st Movie	5	19.421271	19.421271
9	18	1981	Mommie Dearest	5	19.032	25.032
10	1	1988	Halloween 4: The Return of Michael Myers	5	17.768757	17.768757
9	2	2011	Apollo 18	5	17.686929	26.517819
9	29	1995	Halloween:  The Curse of Michael Myers	5	15.126948	15.126948
1	1	1954	The Egyptian	5	15	15
11	7	1997	Eve's Bayou	5	14.843425	14.843425
4	10	1981	Nighthawks	5	14.6	19.6
7	28	1989	Friday the 13th Part VIII: Jason Takes Manhattan	5	14.343976	14.343976
3	15	2013	Spring Breakers	5	14.124286	30.669531
3	15	2002	Y Tu Mamá También	5	13.649881	33.649881
9	24	2004	Shaun of the Dead	5	13.542874	30.332385
6	21	1996	Lone Star	5	12.961389	12.961389
3	27	1986	April Fool's Day	5	12.947763	12.947763
4	2	1982	Diner	5	12.592907	12.592907
4	15	1983	Lone Wolf McQuade	5	12.232628	12.232628
3	13	2009	Sunshine Cleaning	5	12.062558	16.462558
1	1	1959	Solomon and Sheba	5	11	11
1	1	1957	A Farewell To Arms	5	11	11
8	20	1982	The Beastmaster	5	10.751126	10.751126
1	9	2009	Not Easily Broken	5	10.572742	10.732909
10	6	2000	Digimon: The Movie	5	9.628751	16.628751
5	28	2004	Saved!	5	8.88616	10.228228
5	9	2003	Les invasions barbares	5	8.46	8.46
3	11	1976	Robin and Marian	5	8	8
12	22	1978	Force 10 from Navarone	5	7.1	7.1
4	27	2001	The Forsaken	5	6.755271	6.755271
7	21	1989	UHF	5	6.157157	6.157157
5	28	2010	Sea Rex 3D: Journey to a Prehistoric World	5	6.096582	16.515203
1	6	2006	Grandma's Boy	5	6.090172	6.590172
8	14	1998	Slums of Beverly Hills	5	5.502773	5.502773
5	28	1969	C'era una volta il West	5	5.321508	5.321508
7	13	2001	Made	5	5.308707	5.47606
11	19	2004	La mala educación	5	5.211842	40.311842
6	12	2009	Moon	5	5.010163	10.676073
5	12	2006	Keeping Up with the Steins	5	4.339241	4.414154
10	10	1997	The Sweet Hereafter	5	4.306697	7.951247
2	25	2011	Des Hommes et Des Dieux	5	3.954651	46.263525
8	27	1982	Jekyll and Hyde... Together Again	5	3.707583	3.707583
5	13	2011	Everything Must Go	5	2.712131	2.712131
12	17	2010	Rabbit Hole	5	2.229058	5.839592
1	30	1998	Zero Effect	5	2.080693	2.080693
10	22	2004	The Machinist	5	1.082044	8.78257
9	21	1992	Light Sleeper	5	1.050861	1.050861
8	29	2003	Party Monster	5	0.742898	0.89403
7	14	2006	The Oh in Ohio	5	0.418689	0.648183
2	21	1996	Bottle Rocket	5	0.407488	0.407488
1	17	1997	Albino Alligator	5	0.35348	0.35348
8	3	2007	Gandhi, My Father	5	0.240425	1.375194
4	25	2008	Standard Operating Procedure	5	0.22883	0.22883
9	30	2011	Tucker & Dale vs. Evil	5	0.223838	5.476793
3	27	1998	No Looking Back	5	0.143273	0.143273
6	13	2003	Tycoon	5	0.121016	0.121016
6	4	1999	Desert Blue	5	0.099147	0.099147
2	27	2004	Decoys	5	0.084733	0.09676
11	16	2007	Redacted	5	0.065388	0.765388
1	28	2005	Fascination	5	0.01667	0.083356
1	30	2007	Farce of the Penguins	5	0	0
8	29	2008	Obsluhoval jsem anglického krále	4.9	0.617228	7.174984
11	20	1996	Sling Blade	4.83361	24.475416	34.175
1	6	2006	Hostel	4.8	47.326473	82.24111
9	30	2011	Take Shelter	4.75	1.728953	3.128953
1	27	2006	Tristram Shandy: A Cock and Bull Story	4.75	1.253413	3.061763
8	22	1986	The Texas Chainsaw Massacre 2	4.7	8.025872	8.025872
4	22	1988	Lady in White	4.7	1.705139	1.705139
10	13	2006	Driving Lessons	4.7	0.239962	0.239962
5	23	1973	Pat Garrett and Billy the Kid	4.638783	8	11
7	16	2004	Camping Sauvage	4.6	3.479302	3.479302
3	4	2005	Dear Frankie	4.6	1.340891	3.147385
6	24	2011	Le nom des gens	4.6	0.514237	9.261711
5	28	2008	Savage Grace	4.6	0.434417	0.968805
10	19	2007	Out of the Blue	4.6	0.000728	0.731767
3	23	1984	Police Academy	4.5	81.198894	81.198894
3	9	1994	Four Weddings and a Funeral	4.5	52.700832	242.895809
8	13	1982	Fast Times at Ridgemont High	4.5	27.09288	27.09288
9	28	1996	Secrets & Lies	4.5	13.417292	13.417292
12	19	2002	25th Hour	4.5	13.084595	25.34449
1	1	1956	Moby Dick	4.5	10.4	10.4
10	4	1996	Bound	4.5	3.80226	7.011317
10	6	2000	Requiem for a Dream	4.5	3.635482	7.390108
3	9	1962	State Fair	4.5	3.5	3.5
10	24	2008	Låt den rätte komma in	4.5	2.122085	12.247682
2	12	1999	Tango	4.5	1.687311	5.428387
4	23	1986	Salvador	4.5	1.5	1.5
9	2	2011	Salvando al Soldado Perez	4.5	1.400726	9.330465
10	26	2001	Donnie Darko	4.5	1.270522	7.696529
3	27	1998	Karakter	4.5	0.713413	0.713413
8	19	2011	Mozart's Sister	4.5	0.707885	0.707885
3	14	2003	Spun	4.5	0.410241	1.022649
7	23	2010	Life During Wartime	4.5	0.281447	0.281447
5	4	2006	Chinjeolhan geumjassi	4.5	0.211667	23.471871
10	7	2011	Blackthorn	4.5	0.200558	1.249765
4	18	2003	Lilja 4-ever	4.5	0.181655	4.762172
2	22	2002	Mean Machine	4.5	0.092723	0.092723
8	31	2007	Fong juk	4.5	0.051957	0.051957
11	19	1975	One Flew Over the Cuckoo's Nest	4.4	108.981275	108.981275
6	25	1976	Silent Movie	4.4	36.145695	36.145695
6	6	2014	Anna	4.357373	0	0
6	6	2003	Whale Rider	4.3	20.779666	39.892476
6	13	2001	Sexy Beast	4.3	6.946056	10.154577
12	4	2009	Paa	4.3	0.199228	9.791282
10	19	1990	Night of the Living Dead	4.2	5.835247	5.835247
2	17	2006	Nochnoy dozor	4.2	1.502188	33.913542
8	13	2010	Animal Kingdom	4.2	1.044039	8.078683
5	28	2010	George A. Romero's Survival of the Dead	4.2	0.10174	0.10174
5	23	2006	High School Musical	4.2	0	0
3	6	1998	Love and Death on Long Island	4.03	2.542264	2.542264
3	19	1982	Porky's	4	109.492484	109.492484
2	5	1953	Peter Pan	4	87.4	87.4
11	25	1992	The Crying Game	4	62.546695	62.546695
9	12	2003	Lost in Translation	4	44.585453	112.550685
4	20	1977	Annie Hall	4	38.251425	38.251425
1	10	1952	The Greatest Show on Earth	4	36	36
10	27	1995	Leaving Las Vegas	4	31.983777	49.8
12	26	2001	Monster's Ball	4	31.273922	43.766463
1	1	1960	Exodus	4	21.75	21.75
7	9	2010	The Kids Are All Right	4	20.811365	36.275469
8	17	1979	The Life of Brian	4	20.008693	20.008693
4	18	2014	A Haunted House 2	4	17.329487	21.206861
3	1	2013	The Last Exorcism Part II	4	15.179303	18.541236
12	17	1974	The Front Page	4	15	15
1	1	1956	Trapeze	4	14.4	14.4
8	16	1985	The Return of the Living Dead	4	14.23788	14.23788
6	25	2004	De-Lovely	4	13.337299	18.396382
11	4	1988	They Live	4	13	13
8	4	2000	Saving Grace	4	12.178602	27.786849
8	8	1963	The Great Escape	4	11.744471	11.744471
2	6	2004	What the #$'! Do We Know	4	10.941801	10.941801
7	28	2006	Scoop	4	10.525717	39.375361
11	14	2001	The Wash	4	10.097096	10.097096
3	1	2000	3 Strikes	4	9.821335	9.821335
4	11	2008	The Visitor	4	9.427026	19.174817
11	26	2003	The Cooler	4	8.291572	10.464788
1	1	1961	The Misfits	4	8.2	8.2
8	4	2006	The Night Listener	4	7.836393	10.770993
2	3	1995	The Jerky Boys	4	7.555256	7.555256
12	28	2007	El orfanato	4	7.159147	79.673704
5	25	2007	Bug	4	7.006708	7.006708
10	11	2002	The Rules of Attraction	4	6.525762	11.79906
12	19	1969	Topaz	4	6	6
11	17	2006	Let's Go to Prison	4	4.630045	4.630045
12	25	1995	Four Rooms	4	4.301	4.301
4	25	2003	The Real Cancun	4	3.816594	3.816594
12	1	1988	Talk Radio	4	3.468572	3.468572
1	31	1997	Waiting for Guffman	4	2.922988	2.922988
9	10	1999	Love Stinks	4	2.793776	2.793776
6	22	2007	You Kill Me	4	2.426851	3.858964
9	16	2005	Thumbsucker	4	1.328679	1.919197
3	5	2011	Red State	4	1.065429	1.065429
9	30	2005	MirrorMask	4	0.864959	0.963224
3	31	1987	Barbarians, The	4	0.8	0.8
2	28	2003	Poolhall Junkies	4	0.563711	0.563711
5	28	1999	The Loss of Sexual Innocence	4	0.399793	0.399793
3	4	1988	Prison	4	0.354704	0.354704
5	1	1998	Shooting Fish	4	0.302204	0.302204
5	8	2009	Adoration	4	0.294244	0.384244
8	4	2000	Psycho Beach Party	4	0.267972	0.267972
1	28	2000	The Big Tease	4	0.185577	0.185577
7	25	2003	Mondays in the Sun	4	0.146402	0.146402
4	1	2011	Trust	4	0.120016	0.120016
12	22	2000	An Everlasting Piece	4	0.075078	0.075078
3	26	1999	Among Giants	4	0.064359	0.064359
7	16	1999	The Velocity of Gary	4	0.034145	0.034145
12	27	2002	Sonny	4	0.017639	0.017639
6	20	1997	The Last Time I Committed Suicide	4	0.012836	0.012836
11	18	2011	Another Happy Day	4	0.00912	0.978527
3	20	2012	A Lonely Place to Die	4	0	0.44255
1	1	1930	Hell's Angels	4	0	0
11	9	1972	1776	4	0	0
12	31	2013	Geograf globus propil	4	0	0
12	31	2012	The Helpers	4	0	0
12	15	1939	Gone with the Wind	3.9	198.68047	390.525192
12	12	1966	A Man for All Seasons	3.9	28.35	28.35
12	30	1925	Ben-Hur	3.9	9	9
1	1	1976	Network	3.8	23.689877	23.689877
1	14	2011	Down for Life	3.8	0.041914	0.041914
4	30	2010	The Good Heart	3.8	0.02093	0.34093
4	7	1965	Major Dundee	3.8	0.014873	0.014873
5	17	1950	Annie Get Your Gun	3.768785	8	8
8	11	2006	Casa de Areia	3.75	0.539285	1.178175
5	13	1970	The Ballad of Cable Hogue	3.716946	3.5	5
1	1	1948	The Pirate	3.7	2.956	2.956
11	21	2006	The History Boys	3.7	2.730296	13.425589
11	3	2006	Unknown	3.7	0.026403	3.355048
5	25	1969	Midnight Cowboy	3.6	44.785053	44.785053
7	4	1980	Airplane!	3.5	83.453539	83.453539
1	1	1970	M*A*S*H	3.5	81.6	81.6
8	13	1997	The Full Monty	3.5	45.950122	257.938649
5	26	1993	Menace II Society	3.5	27.731527	27.731527
4	26	1995	Friday	3.5	27.467564	27.936778
12	6	2002	Empire	3.5	17.504595	18.495444
5	1	1987	Creepshow 2	3.5	14	14
1	1	1967	In Cold Blood	3.5	13	13
1	1	1959	The Nun's Story	3.5	12.8	12.8
6	21	1972	Frenzy	3.5	12.6	12.6
2	23	1966	Harper	3.5	12	12
5	27	1998	I Got the Hook-Up!	3.5	10.317779	10.317779
8	23	1996	She's the One	3.5	9.482579	13.795053
1	1	1980	Terror Train	3.5	8	8
11	6	1998	Gods and Monsters	3.5	6.451628	6.451628
4	16	2010	El secreto de sus ojos	3.5	6.391436	40.527719
3	13	1987	Evil Dead II	3.5	5.923044	5.923044
7	3	1985	Day of the Dead	3.5	5.804262	34.004262
6	29	2001	Pootie Tang	3.5	3.293258	3.293258
4	19	2000	La otra conquista	3.5	0.88641	0.88641
9	14	2007	Ira and Abby	3.5	0.221096	0.221096
2	17	2006	Winter Passing	3.5	0.107492	0.113783
3	25	2005	D.E.B.S.	3.5	0.096793	0.096793
6	26	2009	Surveillance	3.5	0.027349	1.396395
9	17	1999	Taxman	3.5	0.009871	0.009871
1	29	2013	Batman: The Dark Knight Returns Part 2	3.5	0	0
11	7	2006	Secret, The	3.5	0	0
3	11	2014	In the Name of the King III	3.5	0	0
5	17	2013	Jagten	3.45	0.687185	0.687185
6	24	2005	La marche de l'empereur	3.4	77.437223	129.437223
12	23	1977	High Anxiety	3.4	31.063038	31.063038
10	21	2011	Margin Call	3.4	5.353586	17.872206
4	23	2004	L'incomparable mademoiselle C.	3.4	0.493905	0.493905
7	11	2008	August	3.4	0.012636	0.012636
10	26	2007	Bella	3.3	8.093373	12.405473
1	17	2003	Cidade de Deus	3.3	7.563397	32.059295
5	5	2000	Human Traffic	3.3	0.104257	5.42274
12	29	2006	The Dead Girl	3.3	0.019875	0.019875
11	18	1983	A Christmas Story	3.25	20.605209	20.605209
8	20	1982	Class of 1984	3.25	6.965361	6.965361
1	30	2009	Entre les murs	3.25	3.76681	34.114067
10	29	1999	Dreaming of Joseph Lees	3.25	0.00768	0.00768
6	12	1968	Rosemary's Baby	3.2	33.395426	33.395426
1	1	1962	The Man Who Shot Liberty Valance	3.2	8	8
7	16	2004	Maria Full of Grace	3.2	6.529624	14.441158
6	3	2011	Beginners	3.2	5.790894	11.564267
7	29	2009	Adam	3.2	2.277396	2.82859
9	22	2006	Feast	3.2	0.056131	0.341808
1	1	1946	It's a Wonderful Life	3.18	6.6	6.6
7	19	1996	Trainspotting	3.1	16.501785	24.000785
7	28	1978	National Lampoon's Animal House	3	141.6	141.6
10	20	2010	Paranormal Activity 2	3	84.752907	177.512032
6	7	2013	The Purge	3	64.473115	91.100541
12	22	1964	Goldfinger	3	51.1	124.9
10	12	2012	Sinister	3	48.086903	87.727807
8	18	2000	The Original Kings of Comedy	3	38.168022	38.236338
12	18	1957	The Bridge on the River Kwai	3	33.3	33.3
1	1	1978	Coming Home	3	32.653	32.653
11	20	1998	Waking Ned Devine	3	24.793251	55.193251
8	1	1997	Air Bud	3	24.646936	27.788649
10	11	2002	Bowling for Columbine	3	21.576018	58.576018
11	1	1985	A Nightmare On Elm Street Part 2: Freddy's Revenge	3	21.163999	21.163999
6	10	1975	Love and Death	3	20.123742	20.123742
8	1	1986	Friday the 13th Part VI: Jason Lives	3	19.472057	19.472057
8	2	2002	Martin Lawrence Live: RunTelDat	3	19.18482	19.18482
1	1	1960	The Apartment	3	18.6	24.6
2	15	2002	Super Troopers	3	18.492362	23.046142
9	20	1958	Cat on a Hot Tin Roof	3	17.570324	17.570324
5	26	1970	Beneath the Planet of the Apes	3	17.489009	17.489009
4	6	2001	Pokemon 3: The Movie	3	17.052128	68.452128
8	13	1993	Jason Goes to Hell: The Final Friday	3	15.935068	15.935068
4	27	1990	Spaced Invaders	3	15	15
4	9	1976	Family Plot	3	13.2	13.2
7	16	1966	Torn Curtain	3	13	13
3	3	2006	Dave Chappelle's Block Party	3	11.718595	12.051924
10	25	1985	Krush Groove	3	11.052713	11.052713
1	1	1960	Elmer Gantry	3	10.4	10.4
5	8	2009	Next Day Air	3	10.027047	10.172519
5	12	1999	Trippin'	3	9.01707	9.01707
1	1	1948	Red River	3	9.012	9.012
8	8	2001	The Deep End	3	8.823109	10.091739
11	20	1987	Teen Wolf Too	3	7.888	7.888
4	7	2006	Phat Girlz	3	7.061128	7.30108
7	8	1988	Phantasm II	3	7	7
10	18	2002	Real Women Have Curves	3	5.853194	5.853194
8	28	1981	Gallipoli	3	5.732587	5.732587
4	28	2006	Water	3	5.529144	11.322573
4	14	2000	East is East	3	4.170647	30.438635
9	1	2000	Whipped	3	4.142507	4.142507
2	28	1997	Kama Sutra	3	4.109095	4.109095
4	30	2010	Please Give	3	4.033574	4.570178
6	30	1971	Willy Wonka & the Chocolate Factory	3	4	4
9	24	1993	Warlock: The Armageddon	3	3.902679	3.902679
4	18	1997	8 Heads in a Duffel Bag	3	3.602884	4.002884
9	13	1978	Days of Heaven	3	3.446749	3.66088
5	24	2002	Thirteen Conversations About One Thing	3	3.287435	3.705923
2	19	1999	Jawbreaker	3	3.07682	3.07682
8	9	1996	Basquiat	3	2.962051	2.962051
2	24	2006	Tsotsi	3	2.912606	11.537539
4	9	2010	Letters to God	3	2.848587	2.908902
10	16	1998	Happiness	3	2.746453	5.746453
4	4	2003	DysFunkTional Family	3	2.255	2.255
5	6	2011	Hobo with a Shotgun	3	0.703372	0.834953
1	15	2010	Fish Tank	3	0.374675	5.922292
8	23	1996	Freeway	3	0.295493	0.295493
10	6	2006	Love's Abiding Joy	3	0.252726	0.252726
2	12	1993	Braindead	3	0.242623	0.242623
10	1	2010	Chain Letter	3	0.205842	0.635842
3	26	2010	The Eclipse	3	0.133411	0.133411
3	21	2008	The Grand	3	0.115879	0.115879
3	17	2006	Sommersturm	3	0.095204	0.095204
8	4	1999	The Gambler	3	0.051773	0.101773
10	13	2000	Just Looking	3	0.039852	0.039852
1	13	2012	The Divide	3	0.018	0.018
9	9	2011	Tanner Hall	3	0.005073	0.005073
9	30	2005	My Big Fat Independent Movie	3	0.004655	0.004655
1	15	2013	30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo	3	0	0
4	15	2008	à L'Intérieur	3	0	0
7	28	1951	Alice in Wonderland	3	0	0
12	31	2013	Something Wicked	3	0	0
12	31	2011	Fort McCoy	3	0	0
2	15	1950	Cinderella	2.9	85	85
11	20	1998	Central do Brasil	2.9	5.969553	17.006158
1	1	1961	Pocketful of Miracles	2.9	5	5
3	24	2006	Boynton Beach Club	2.9	3.127472	3.127472
10	1	2010	Freakonomics	2.9	0.10127	0.11727
3	29	1959	Some Like it Hot	2.883848	25	25
6	10	2005	High Tension	2.85	3.681066	6.435262
12	15	1974	Young Frankenstein	2.8	86.3	86.3
6	25	1976	The Omen	2.8	48.570885	48.570885
7	22	2005	Hustle & Flow	2.8	22.202809	23.563727
5	13	1988	Friday the 13th Part VII: The New Blood	2.8	19.170001	19.170001
9	15	2006	Artie Lange's Beer League	2.8	0.475	0.475
8	25	1939	The Wizard of Oz	2.777	33.711566	33.711566
2	15	2008	Diary of the Dead	2.75	0.95262	5.394447
10	17	1979	The Black Stallion	2.7	37.799643	37.799643
6	13	1997	Ulee's Gold	2.7	9.054736	15.6
9	1	2006	Lage Raho Munnabhai	2.7	2.217561	31.517561
12	31	2008	Rejsen til Saturn	2.7	0	2.783634
1	1	1963	Donovan's Reef	2.686	6.6	6.6
1	16	1998	The Dress	2.65	0.016556	0.016556
12	24	1943	A Guy Named Joe	2.627	5.363	5.363
1	1	1974	Blazing Saddles	2.6	119.5	119.5
4	13	1984	Friday the 13th Part IV: The Final Chapter	2.6	32.98088	32.98088
7	9	2004	Riding Giants	2.6	2.276368	3.216111
12	12	2008	Los Cronocrímenes	2.6	0.039127	0.564474
12	7	2007	Timber Falls	2.6	0	0
12	31	2008	Silver Medalist	2.6	0	0
4	10	1952	Singin' in the Rain	2.54	7.2	7.2
1	11	2013	A Haunted House	2.5	40.041683	59.922558
7	3	2013	Kevin Hart: Let Me Explain	2.5	32.244051	32.244051
7	28	2004	Garden State	2.5	26.782316	36.028802
10	4	1996	That Thing You Do!	2.5	25.857416	34.557416
10	30	1981	Halloween II	2.5	25.533818	25.533818
10	22	1982	Halloween 3: Season of the Witch	2.5	14.4	14.4
10	1	2008	Religulous	2.5	13.01116	13.136074
1	1	1971	Escape from the Planet of the Apes	2.5	12.3	12.3
5	29	1963	Hud	2.5	10	10
9	29	1991	My Own Private Idaho	2.5	6.401336	6.401336
1	27	1995	Before Sunrise	2.5	5.274005	5.274005
10	3	2003	Sur Le Seuil	2.5	2.013052	2.013052
6	16	2000	Jesus' Son	2.5	1.282084	1.687548
9	26	2003	My Life Without Me	2.5	0.43236	9.476113
3	31	2006	Marilyn Hotchkiss' Ballroom Dancing and Charm School	2.5	0.349132	0.497195
4	1	2011	Super	2.5	0.327716	0.518362
4	17	2009	Sleep Dealer	2.5	0.080136	0.108907
9	8	2000	Anatomie	2.5	0.009598	0.009598
12	31	2009	The Calling	2.5	0	0
10	16	1996	Get on the Bus	2.4	5.691854	5.691854
1	5	2007	Thr3e	2.4	1.008849	1.060418
7	25	2007	This is England	2.38	0.327919	8.739576
1	1	1944	Bathing Beauty	2.361	3.5	3.5
9	24	1951	Show Boat	2.3	11	11
5	1	1998	Dancer, Texas Pop. 81	2.3	0.574838	0.574838
8	26	2011	Redemption Road	2.3	0.029384	0.029384
11	13	1940	Fantasia	2.28	83.32	83.32
8	13	1982	Friday the 13th Part 3	2.25	36.690067	36.690067
10	9	1971	The French Connection	2.2	41.158757	41.158757
3	22	1985	Friday the 13th Part V: A New Beginning	2.2	21.930418	21.930418
2	9	2007	The Last Sin Eater	2.2	0.38839	0.38839
1	1	1945	The Valley of Decision	2.16	9.132	9.132
11	21	1946	The Best Years of Our Lives	2.1	23.6	23.6
7	13	2001	Bully	2.1	0.881824	1.381824
5	29	2002	Elling	2.1	0.313436	0.313436
7	14	2009	[Rec]	2.1	0	27.117954
3	21	2014	Gods Not Dead	2	60.319484	60.319484
9	30	2011	Courageous	2	34.522221	35.185884
6	15	2007	Nancy Drew	2	25.584685	30.703845
4	8	1964	From Russia With Love	2	24.8	78.9
5	21	1982	Mad Max 2: The Road Warrior	2	24.600832	24.600832
1	1	1946	Notorious	2	24.464742	24.464742
8	2	1967	In the Heat of the Night	2	24.379978	24.379978
12	17	1973	Sleeper	2	18.344729	18.344729
8	11	1972	Everything You Always Wanted to Know	2	18.01629	18.01629
12	25	1962	To Kill A Mockingbird	2	13.129846	13.129846
10	20	2000	The Legend of Drunken Master	2	11.546543	11.546543
10	8	1999	Boys Don't Cry	2	11.540607	20.741
2	9	2007	Das Leben der Anderen	2	11.284657	81.197047
1	1	1962	Lolita (1962)	2	9.25	9.25
1	1	1940	Boom Town	2	9.172	9.172
10	11	2013	Machete Kills	2	8.008161	9.408161
1	1	1947	Gentleman's Agreement	2	7.8	7.8
9	25	1961	The Hustler	2	7.6	7.6
12	31	1986	Witchboard	2	7.369373	7.369373
11	26	2003	Les Triplettes de Belleville	2	7.301288	14.440113
6	26	1998	Smoke Signals	2	6.7193	7.756617
